"DeMixT"	"CiberSortX"	"LinSeed"	"ESTIMATE"	"TUMERIC"	"genomic_avg"	"type"	"AbsCN.seq"	"ASCAT"	"PurBayes"	"CPE"
"TCGA-CN-6020-01"	0.365574079864085	0.924641279412381	0.680768238298837	0.739451180511	0.3410923	0.321863066666667	"HNSC"	0.38	0.31	0.2755892	0.6348
"TCGA-CN-6021-01"	0.558584454206815	0.916150072819345	0.769984155361171	0.859728666532	0.544302783333	0.522721233333333	"HNSC"	0.42	0.59	0.5581637	0.6823
"TCGA-CN-6022-01"	0.436469316529862	0.708399326964874	0.669251745836956	0.690273107255	0.34281065	0.354918566666667	"HNSC"	0.34	0.35	0.3747557	0.5588
"TCGA-CN-6023-01"	0.704508935872597	0.6780131472046	1.0350994887367	0.769015164869	0.429720549265	0.429934233333333	"HNSC"	0.51	0.36	0.4198027	0.6406
"TCGA-CN-6024-01"	0.447455647340416	0.917159223187815	0.642313775015306	0.914119282651	0.653282448727	0.627978866666667	"HNSC"	0.64	0.61	0.6339366	0.8109
"TCGA-CN-6988-01"	0.406680632103178	0.985751339550595	0.847841416346776	0.96198151977	0.758741340038	0.787793133333333	"HNSC"	0.7	0.67	0.9933794	0.8421
"TCGA-CN-6989-01"	0.542981459170228	0.717259831270994	0.729346236629682	0.604423732655	0.393777832634	0.464227066666667	"HNSC"	0.38	0.34	0.6726812	0.607
"TCGA-CN-6992-01"	0.541888280142378	0.909701531356616	0.837476640577862	0.865457776354	0.60402916424	0.722868	"HNSC"	0.64	0.53	0.998604	0.7872
"TCGA-CN-6994-01"	0.395327870393671	0.960679291237818	0.65768705029704	0.797408520283	0.46746026539	0.461037866666667	"HNSC"	0.45	0.54	0.3931136	0.7647
"TCGA-CN-6995-01"	0.667616920043846	0.950165660114574	0.778126204571931	0.746357296147	0.495030633333	0.5556318	"HNSC"	0.45	0.35	0.8668954	0.6079
"TCGA-CN-6996-01"	0.372548619856519	0.844917876567341	0.664548761421812	0.642752476596	0.326582483333	0.340659966666667	"HNSC"	0.38	0.3	0.3419799	0.5507
"TCGA-CN-6997-01"	0.867208195407263	0.902260210551435	0.846602838131009	0.89002872309	0.759438771547	0.848919466666667	"HNSC"	0.78	0.77	0.9967584	0.8639
"TCGA-CN-6998-01"	0.403888152854344	0.991173011595739	0.551849868530812	0.874032305645	0.508751414626	0.628619433333333	"HNSC"	0.49	0.4	0.9958583	0.7188
"TCGA-CN-A497-01"	0.437057628669708	0.823157569025732	1.02342297392667	0.834022066197	0.594983148418	0.6093418	"HNSC"	0.61	0.59	0.6280254	0.7019
"TCGA-CN-A498-01"	0.454836780292536	0.977658445956112	0.629409228200567	0.877098261793	0.472479238078	0.424084633333333	"HNSC"	0.35	0.49	0.4322539	0.8719
"TCGA-CN-A499-01"	0.659696742309579	0.945434487886113	1.06522356090446	0.777396428987	0.487446671617	0.506533266666667	"HNSC"	0.42	0.56	0.5395998	0.6126
"TCGA-CN-A49A-01"	0.649033425492296	0.921613493375129	0.842703898643029	0.894404705305	0.520775028113	0.4674494	"HNSC"	0.51	0.45	0.4423482	0.836
