"DeMixT"	"CiberSortX"	"LinSeed"	"ESTIMATE"	"TUMERIC"	"genomic_avg"	"type"	"AbsCN.seq"	"ASCAT"	"PurBayes"	"CPE"
"TCGA-A2-A1FV-01"	0.316092520386237	NA	0.648077500657717	0.887003657531	0.77965655	0.786982533333333	"BRCA"	0.77	0.75	0.8409476	0.9309
"TCGA-A2-A1FW-01"	0.659700828627043	NA	0.797054076316393	0.842292118865	0.737729466667	0.753873466666667	"BRCA"	0.69	0.76	0.8116204	0.8923
"TCGA-A2-A1FX-01"	0.633598492785652	NA	0.86802740551839	0.737769850182	0.62318725	0.6408737	"BRCA"	0.84	0.69	0.3926211	0.8364
"TCGA-A2-A1FZ-01"	0.241858310832704	NA	0.499762011623648	0.679081334679	0.435000123733	0.4380559	"BRCA"	0.39	0.49	0.4341677	0.7087
"TCGA-A2-A1G0-01"	0.198064596447956	NA	0.459517782674981	0.692340583464	0.434034991667	0.437818133333333	"BRCA"	0.42	0.34	0.5534544	0.7088
"TCGA-A2-A1G1-01"	0.529014857818298	NA	0.892247580337147	0.635901655217	0.370504187892	0.3606234	"BRCA"	0.5	0.27	0.3118702	0.5685
"TCGA-A2-A1G4-01"	0.382154232815439	NA	0.697916272806838	0.865877076701	0.715394883333	0.714968466666667	"BRCA"	0.69	0.72	0.7349054	0.8879
"TCGA-A2-A1G6-01"	0.0445989331354451	NA	0.374674262110419	0.757989094661	0.428405723732	0.370267833333333	"BRCA"	0.63	0.35	0.1308035	0.7913
"TCGA-A2-A259-01"	0.282966619953473	NA	0.543327046596567	0.70679003057	0.456216983333	0.449023833333333	"BRCA"	0.52	0.45	0.3770715	0.6159
"TCGA-A2-A25A-01"	0.176403618019506	NA	0.507654507748668	0.612552929839	0.263933311244	0.181407606666667	"BRCA"	0.22	0.23	0.09422282	0.595
"TCGA-A2-A25B-01"	0.644823256515233	NA	1.00087691025125	0.748043188819	0.499340435866	0.640924866666667	"BRCA"	1	0.49	0.4327746	0.8657
"TCGA-A2-A25C-01"	0.358525472780229	NA	0.858061944863798	0.763313536157	0.505152866667	0.4852808	"BRCA"	0.44	0.64	0.3758424	0.7454
"TCGA-A2-A25D-01"	0.565211198034748	NA	0.547113213860963	0.617788820941	0.512114966667	0.550227366666667	"BRCA"	0.66	0.53	0.4606821	0.6756
"TCGA-A2-A25E-01"	0.582037715746647	NA	0.837438947020895	0.842747451933	0.641470233333	0.6332485	"BRCA"	0.59	0.67	0.6397455	0.8077
"TCGA-A2-A25F-01"	0.308876020490149	NA	1.51906184221261e-05	0.22372765848	0.341550816526	0.619401933333333	"BRCA"	0.63	1	0.2282058	0.2489
"TCGA-A2-A3KC-01"	0.286416531905524	NA	0.60472239111564	0.690365519257	0.482976575	0.498302333333333	"BRCA"	0.51	0.49	0.494907	0.7365
"TCGA-A2-A3KD-01"	0.326486946319163	NA	0.512763275026263	0.815128235515	0.445036301198	0.3844509	"BRCA"	0.35	0.49	0.3133527	0.8248
"TCGA-A2-A3XS-01"	0.727910163010163	NA	0.762235153688635	0.765762825739	0.620268552454	0.671792466666667	"BRCA"	0.54	0.51	0.9653774	0.7855
"TCGA-A2-A3XT-01"	0.815506598988399	NA	0.887442735670414	0.678925510661	0.407016508333	0.397845966666667	"BRCA"	0.43	0.35	0.4135379	0.6632
"TCGA-A2-A3XU-01"	0.930395877023931	NA	0.936537782563929	0.949954033489	0.822767383333	0.7971529	"BRCA"	0.73	0.77	0.8914587	0.807
